BAIT Stop	4:30 and G	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	4:30 and E	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	4:30 and B	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	4:30 and Esplanade	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	Behind Center Camp	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	Center Camp and Esplanade	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	7:30 and L	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	7:30 and J	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	7:30 and G	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	7:30 and E	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	7:30 and B	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	7:30 and Esplanade	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	9:00 and L	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	9:00 and J	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	9:00 and G	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	9:00 and E	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	9:00 and B	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	9:00 and Esplanade	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	Behind the Man	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BAIT Stop	Front of the Temple	Want a ride on a Mutant Vehicle? Take the B.A.I.T. (Burn Area Imprecise Transit) – It will eventually get you somewhere!BAIT consists of five routes through Black Rock City that Mutant Vehicles will be driving to take Burners on rides through the city out to the Man and Temple and back.The five color-coded routes have BAIT stops along 3:00, 4:30, 7:30, 9:00 streets at L, J, G, E, B, Esplanade, The Man and The Temple, as well as a route starting at Center Camp. Mutant vehicles will return on the same route. Each route will take between 60-90 minutes round trip.BAIT Routes will run four times per day at approximately 12noon, 3pm, 6pm and 9pmLook for the BAIT STOP signs along the listed routes. Then look for Mutant Vehicles with bright green flags and color-coded Route Signs.
BLM / Pershing County Sheriff's Office	5:15 and Esplanade	Bureau of Land Management and the Pershing County Sheriff's Office's  law enforcement substation. Stop by to report a crime, fill out a crime report, or just to show your appreciation for the law enforcement professionals who work so hard to keep Black Rock City safe. Open 24/7
BMIR	12:30 Rod's Road (5:45 and Esplanade)	Burning Man Information RadioBMIR 94.5 FM the voice of the man24/7 community radio and lounge.Broadcasting over the air on the playa at 94.5 FM and streaming live from Burning Man and year round at http://www.bmir.org BMIR is the official radio station of Burning Man.  Tune into BMIR for a wide variety of news, information and entertainment including artist and participant interviews, burn times, weather, playa news, camp promos.Stop by btw 12pm-4pm daily to record promos for your events and happenings.GARS is the Gate Advisory Radio Station. Traffic updates and Gate Info will be broadcast on 95.1
BRC Census	11:00 Center Camp Plaza	BRC Census collects demographic and attitudinal data of participants for the Burning Man organization. Be counted!
BRC3PO	3:00 Civic Plaza at B	Black Rock City Post Office The Black Rock City 3:00 Post Office (BRC3PO) provides postal services and so much more. Set in a giant rural post box open up to 24 hours per day BRC3PO is a destination camp for real one-on-one interaction that can range from the supremely silly to the sublime. Our "customers" often become performers in an ongoing spontaneous cabaret. You never know what will happen next at BRC3PO. YOU could be what will happen next at BRC3PO if you pay us a visit! Our excuse for interaction is postcards which you can send to your friends in BRC or anywhere in the world. You come with your imagination and your willingness to play. We provide the postcards.Tuesday: The Intergalactic Time Travel Lounge - Come in costume and in character from any time and place, and immerse yourself in an adventure in creative interaction. Aliens, superheroes, pirates, Nights Watchmen welcome!
BRCPO (PO9)	9:00 Civic Plaza at B	The Black Rock City International Post Office. Embracing Bureaucracy since 2008
Black Hole	5:40 and E	Gate Perimeter and Exodus (GP+E) Headquarters and Staff Camp.
Black Rock City Municpal Airport	Airport Road and Trash Fence (Point 5)	Black Rock City Municpal Airport, FAA 88NV, is the air gate to the city.  The Airport is operational during from 6am-6pm daily during the event.
Black Rock Community Transit 🚲	5:15 and A	BRC's Community YELLOW BIKE Program. Black Rock Community Transit runs and operates the Yellow Bike Program. The Yellow Bikes are community bikes to mobilize all citizens of Black Rock City (hint: they are painted GREEN)
Box Camp	5:45 and E	Home to Box Office / Ticketing volunteers who provide infrastructure for Burning Man operations
Box Office	Gate Road	You can access the Box Office  by staying in the right side lanes on Gate Road.. Gate staff will direct you to where to park. If one person in your vehicle has a Will Call ticket, the entire vehicle must stop at the Box Office to get your tickets/vehicle pass. Return to your vehicle and proceed to the Main Gate. Please do not get out of your vehicle until you are parked in the Will Call lot. Opens at 12 noon Monday 8/19 and stay open 24 hours through 12 noon Saturday 8/31.
Burn Garden	3:00 and Esplanade	Metal platforms for burning wood are located at Esplanade and 3:00, 6:00, and 9:00. From Sunday, September 1 at 10 am through Tuesday, September 3, each Burn Garden location will be available for wood burning as well as donations of new and unused lumber. Wood only! No burning of cardboard, paper, compost, recycling or trash will be accepted. Burning toxic and/or synthetic materials such as couches, stuffed furniture, rugs, PVC pipes, etc. is prohibited by law. Burn Garden attendants will be on hand to support your wood burning needs.
Burn Garden	9:00 and Esplanade	Metal platforms for burning wood are located at Esplanade and 3:00, 6:00, and 9:00. From Sunday, September 1 at 10 am through Tuesday, September 3, each Burn Garden location will be available for wood burning as well as donations of new and unused lumber. Wood only! No burning of cardboard, paper, compost, recycling or trash will be accepted. Burning toxic and/or synthetic materials such as couches, stuffed furniture, rugs, PVC pipes, etc. is prohibited by law. Burn Garden attendants will be on hand to support your wood burning needs.
Burn Garden	6:00 and Esplanade	Metal platforms for burning wood are located at Esplanade and 3:00, 6:00, and 9:00. From Sunday, September 1 at 10 am through Tuesday, September 3, each Burn Garden location will be available for wood burning as well as donations of new and unused lumber. Wood only! No burning of cardboard, paper, compost, recycling or trash will be accepted. Burning toxic and/or synthetic materials such as couches, stuffed furniture, rugs, PVC pipes, etc. is prohibited by law. Burn Garden attendants will be on hand to support your wood burning needs.
Burner Express Air 	Airport Road and Trash Fence	Burner Express Air (BxA) is a charter air transportation service that will transport Burners from Southern California, the San Francisco Bay Area, Las Vegas (new!) and Reno to Black Rock City (BRC) and back. The intent of BxA is to facilitate flight bookings for participants, reduce traffic on the roadways, and streamline operations at Black Rock City Municipal Airport. In 2019, flights to BRC will begin Wednesday, August 21, and will run through Monday September 2. 
Burner Express Bus (BxB) Depot 	6:15 and J	Transportation between SF or Reno and BRC.Shuttle to drop off points (see photo):6:00/E, 4:30/E, 3:00/E, 2:30/J, 3:45/J, 5:15/J or 7:30E, 9:00E, 9:30/J, 8:15/J, 7:15/J.
Burners Without Borders	7:15 and Esplanade	Burners Without Borders (BWB) facilitates community leaders interested in taking the Burning Man principles from the playa out in the world by gifting their time and talents to collaborate with others and better our world.
Burning Man Documentation Team	10:00 and Center Camp Plaza	The Documentation Team is the eyes and ears (and cameras) of Burning Man Project. We support the organization’s year-round storytelling and educational efforts by creating professional-quality photos and videos, in Black Rock City and beyond. Each year in BRC we field a team of roughly 50 documentarians, selected through an application process that’s open to both veteran volunteers and newcomers. We also shoot off-playa community events in San Francisco and around the Regional Network. Our work can be found in all types of media worldwide, including https://gallery.burningman.organdhttps://www.youtube.com/playlist?list=PLvI7u3Blon0128vFO2Fx1aKSRI7_6gub1
Burning Man Earth Guardians	Rod's Road	Leave No Trace! http://earthguardians.net We inspire inform and encourage our fellow Black Rock City citizens to apply Leave No Trace (LNT) principles and practices to life in our temporary desert home and to leave positive traces in our desert home. Come volunteer and participate in our daily yoga talks about Black Rock and Leave No Trace or just grab a MOOP bag!
Cafe Village	5:50 and E	home of Center Camp Cafe volunteers
Center Camp Cafe	Center Camp	The Café is our community gathering space, where coffee, tea and other beverages are available for purchase, and your fellow BRC citizens provide a wide variety of on-stage entertainment. Bustling 24 hours a day from Sunday 8/25 - Monday 9/2! BRING YOUR OWN CUP!
Commissary	5:30 and F	The Burning Man Staff Commissary
DMV	12:30 and Rod's Road (Esplanade at the Keyhole)	The Department of Mutant Vehicles licenses all mutant vehicles and disabled persons' vehicles allowed to drive during the event. Open starting Saturday 8/24 through Wed 8/28 from 11am-10:30pm. Thurs 8/29 through Friday 8/30 from 11am-11pm. Saturday 8/31 (Burn Night) from 11am-2pm. 
DPW Ghetto	5:45 and D	Department of Public Works
DPW HEaT	5:20 and Esplanade	DPW Heavy Equipment and Transport - infrastructure for Burning Man operations
DPW Man Pavillion (Man Base)	5:15 and A	We build the Man
DPW Power Camp (Utilities Village)	5:15 and B	Powering the infrastructure of Burning Man
Deep-Playa Music Zone (DMZ)	10:30-11:15 and K	We have established a zone where Mutant Vehicles using large sound systems who will attract large crowds can park and party in the deep playa for extended periods of time. The zone is 5,340 feet from The Man between the 10:30 and 11:15 clock positions with banks of toilets at each end. This distance out follows the arc of K Street. The length of the arc is 1,747 feet. Art placement will be modified to accommodate this zone.This zone allows for a longer stay — up to 12 hours — and it provides sanitary stations and Emergency Services medical personnel at this fixed site. The area is large enough for several vehicles to occupy the zone. Their speakers must be turned out and away from the city. The restriction of no “encampments” still applies: no camping or setting up speakers or other type of structures on the ground. Of course, Leave No Trace practices must be employed.
ESD RAMPART Urgent Care	5:15 and Esplanade	As a member of a community built on self-reliance, YOU are responsible for your own health and basic first aid. We can’t stress this enough — bring your own first aid kid and medications, stay hydrated, and act responsibly. Please don’t overwhelm our medical staff with minor complaints and requests for over-the-counter supplies or medication. However, if you or someone you know (or encounter) requires medical assistance, you may contact an Emergency Services Department volunteer or a Black Rock Ranger, or visit one of our six Medical Stations. Stations are located at 5:15 and Esplanade and behind the 3:00 and 9:00 Plazas. We will also have three smaller satellite stations behind the 4:30 and 7:30 Plazas on H, and between the Temple and the Man. All are easily identified by a large lit red cross. Trained emergency medical personnel are on duty 24 hours a day.
ESD Station (Medical) playa	Out on the playa between the Temple and the Man	As a member of a community built on self-reliance, YOU are responsible for your own health and basic first aid. We can’t stress this enough — bring your own first aid kid and medications, stay hydrated, and act responsibly. Please don’t overwhelm our medical staff with minor complaints and requests for over-the-counter supplies or medication. However, if you or someone you know (or encounter) requires medical assistance, you may contact an Emergency Services Department volunteer or a Black Rock Ranger, or visit one of our six Medical Stations. Stations are located at 5:15 and Esplanade and behind the 3:00 and 9:00 Plazas. We will also have three smaller satellite stations behind the 4:30 and 7:30 Plazas on H, and between the Temple and the Man. All are easily identified by a large lit red cross. Trained emergency medical personnel are on duty 24 hours a day.
ESD Station 3:00 (Medical)	3:00 and C	As a member of a community built on self-reliance, YOU are responsible for your own health and basic first aid. We can’t stress this enough — bring your own first aid kid and medications, stay hydrated, and act responsibly. Please don’t overwhelm our medical staff with minor complaints and requests for over-the-counter supplies or medication. However, if you or someone you know (or encounter) requires medical assistance, you may contact an Emergency Services Department volunteer or a Black Rock Ranger, or visit one of our six Medical Stations. Stations are located at 5:15 and Esplanade and behind the 3:00 and 9:00 Plazas. We will also have three smaller satellite stations behind the 4:30 and 7:30 Plazas on H, and between the Temple and the Man. All are easily identified by a large lit red cross. Trained emergency medical personnel are on duty 24 hours a day.
